"","season_info_id","season_name","diet_scat_date","diets_id","sample_num","sample_type","species","sex","location","beach_id","collection_date","collector","process_date","processor","krill_type","fish_type","squid_type","carapace_save","tag_id","tag","tag_type","primary_tag","pinniped_id","notes","created_dt"
"98",17,"2013/14",2013-12-21,99,7,"scat","Fur seal","F","Chungungo Central",62,2013-12-23,"MLM",2013-12-26,"MLM","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-11 17:01:33
"99",17,"2013/14",2013-12-21,100,8,"scat","Fur seal","F","Chungungo East",66,2013-12-23,"MLM",2013-12-26,"DJK","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-11 17:02:30
"100",17,"2013/14",2013-12-21,101,9,"scat","Fur seal","F","Copi Central",81,2013-12-23,"KWP",2013-12-24,"MLM","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-11 17:03:23
"101",17,"2013/14",2013-12-21,102,10,"scat","Fur seal","F","Maderas Central",101,2013-12-23,"KWP",2013-12-24,"DJK","Yes","Yes","No",FALSE,NA,NA,NA,NA,NA,"DOV processed otoliths",2014-02-11 17:04:18
"102",17,"2013/14",2013-12-21,104,11,"scat","Fur seal","F","Marko",116,2013-12-28,"DJK",2014-01-10,"DJK","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-20 15:28:36
"103",17,"2013/14",2013-12-21,105,12,"scat","Fur seal","F","Chungungo Central",62,2013-12-28,"MLM",2014-01-04,"KWP","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-20 15:32:32
"104",17,"2013/14",2013-12-21,106,13,"scat","Fur seal","F","Copi Central",81,2013-12-28,"KWP",2014-01-17,"MLM","Yes","No","No",FALSE,NA,NA,NA,NA,NA,"KWP also processed, worms but no fish",2014-02-20 15:32:58
"105",17,"2013/14",2013-12-21,107,14,"scat","Fur seal","F","Bahamonde",136,2013-12-28,"KWP",2014-01-03,"DJK","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-20 15:33:37
"106",17,"2013/14",2013-12-21,108,15,"scat","Fur seal","F","Hue",73,2013-12-28,"DJK",2013-12-31,"KWP","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-20 15:34:01
"107",17,"2013/14",2013-12-21,109,16,"scat","Fur seal","F","Hue",73,2013-12-28,"DJK",2014-01-02,"MLM","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-20 15:34:39
"108",17,"2013/14",2013-12-21,110,17,"scat","Fur seal","F","Ballena Sur",53,2013-12-29,"MLM",2013-12-31,"DJK","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-02-20 15:35:24
"109",17,"2013/14",2013-12-21,111,18,"scat","Fur seal","F","Copi Central",81,2013-12-29,"KWP",2013-12-29,"MLM","Yes","No","No",TRUE,NA,NA,NA,NA,NA,NA,2014-02-20 15:36:02
"110",17,"2013/14",2013-12-21,112,19,"scat","Fur seal","F","Maderas Central",101,2013-12-30,"KWP",2013-12-30,"KWP","Yes","No","No",TRUE,NA,NA,NA,NA,NA,NA,2014-02-20 15:36:30
"111",17,"2013/14",2013-12-21,113,20,"scat","Fur seal","F","Hue",73,2013-12-30,"KWP",2013-12-30,"MLM","Yes","No","No",TRUE,NA,NA,NA,NA,NA,NA,2014-02-20 15:36:56
"112",17,"2013/14",2013-12-21,114,21,"scat","Fur seal","F","Marko",116,2014-01-04,"DJK",2014-01-09,"KWP","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-03-01 15:11:41
"113",17,"2013/14",2013-12-21,115,22,"scat","Fur seal","F","Marko",116,2014-01-05,"DJK",2014-01-10,"MLM","Yes","Yes","No",FALSE,NA,NA,NA,NA,NA,"KWP also processed, DJK processed otoliths",2014-03-01 15:19:37
"114",17,"2013/14",2013-12-21,116,23,"scat","Fur seal","F","Hue Central",74,2014-01-05,"KWP",2014-01-10,"DOV","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-03-01 15:20:29
"115",17,"2013/14",2013-12-21,117,24,"scat","Fur seal","F","Chungungo Central",62,2014-01-05,"MLM",2014-01-06,"DJK","Yes","No","No",TRUE,NA,NA,NA,NA,NA,"DOV also processed",2014-03-01 15:21:02
"116",17,"2013/14",2013-12-21,118,25,"scat","Fur seal","F","Chungungo East",66,2014-01-05,"MLM",2014-01-05,"DOV","Yes","No","No",TRUE,NA,NA,NA,NA,NA,NA,2014-03-01 15:21:53
"117",17,"2013/14",2013-12-21,119,26,"scat","Fur seal","F","Copi Central",81,2014-01-06,"KWP",2014-01-07,"MLM","Yes","No","No",FALSE,NA,NA,NA,NA,NA,NA,2014-03-01 15:26:21
